90272	60449	51378
79467	1373	95528
95008	91755	92587
63957	32657	67321
46591	79040	75121
85776	21276	12059
4254	71559	51613
25589	91329	54196
34172	96444	262
65205	9899	40575
41690	40930	75166
44617	75562	1198
19371	52064	60766
83975	41613	4813
5634	89515	1747
79834	39421	41173
21069	23048	12925
87219	88088	15724
15980	83644	69390
1044	38230	44065
3014	92332	4613
47152	51393	66826
70699	38929	85611
1585	53996	4352
53588	16125	54147
4553	64104	99703
28895	1060	90774
59701	34723	23280
56087	83327	45519
60011	63936	20484
85539	89112	99415
24765	20124	32147
40049	72344	55767
78661	8188	37077
53821	5459	33205
17736	16046	3496
84360	43177	94678
43375	503	8160
97984	45807	65363
53235	28686	63524
18039	83943	5226
99854	75377	676
99016	94806	64798
9699	28481	31866
42461	59638	41933
1804	63962	32082
62305	55330	71883
59296	37079	43304
47890	76587	99540
33401	14679	81127
50607	63946	45900
26651	14372	94630
27704	13969	56406
90597	22135	82170
99307	52306	62615
99649	25538	68709
71123	54618	51615
76261	56912	88619
70373	96175	29503
15616	58265	75105
18888	40720	69415
49957	78868	14289
42808	63164	44782
62432	94674	48302
52059	58701	47348
26686	26615	75929
77751	67188	58819
37716	53463	39115
1550	11991	50377
65269	63755	25729
93201	51614	39732
82933	58349	32920
80259	91069	65231
81279	89802	68735
48288	94368	69285
42830	82673	11090
38639	8429	85169
96592	44338	12403
82835	61695	65324
52405	29424	55001
19803	42637	41486
74615	36493	60379
54842	65872	26504
91643	84406	54741
15469	30954	37846
75317	14313	38056
36208	1231	60157
73832	67591	4259
57996	10214	96259
71220	68273	45188
43414	94257	86384
72208	40210	856
39121	60677	6607
70309	69838	80708
76876	42120	5935
72073	17031	51480
27983	10089	12776
42103	26492	25197
33251	9060	82237
12670	60603	26209
22862	68981	78211
78648	22525	51842
73990	23161	9671
67845	58455	29576
46035	70048	27462
33564	34200	83040
49959	41508	75421
63927	58127	99196
40889	20985	92156
48859	89036	93492
52020	70596	63761
60081	8134	50455
325	90968	37931
74824	15204	80919
82013	71651	65633
9943	1852	32521
67359	19620	4469
60094	10104	75092
50593	40393	7381
60489	90631	24620
9419	96553	84045
88232	5909	89230
113	86244	13069
62892	15402	83453
15787	31395	49120
76443	84958	26663
46698	31482	20611
2490	80670	95945
90709	50605	54325
15854	41691	37105
53158	32952	8864
6291	31063	11318
63395	61923	93647
79306	16200	2012
73802	74612	58678
85912	9537	42738
30045	92893	69256
80575	17122	65319
55908	98750	32966
44608	76855	12645
68252	26890	7842
33542	91294	55532
73335	65	53486
75101	10063	17873
47606	24558	68746
90976	41737	4902
9040	36481	53342
2207	14231	15861
4841	88397	71128
85719	66858	39535
27351	20454	26864
63550	17826	39890
60133	70289	19299
47942	52849	92243
33352	44859	93840
74140	39014	51542
21714	90616	67484
15679	5977	13371
43155	27377	23419
15828	6938	17774
63617	89471	25737
16992	12449	30718
72417	96178	3040
68457	25568	48868
90465	55445	6031
63690	41621	37009
71901	40541	23719
72269	13666	96598
51683	51943	28731
80019	3317	4334
71689	9677	8330
62351	20159	74694
60359	42740	66442
24252	41020	99180
25228	1600	50313
78598	18001	93399
65899	78095	15247
56065	20806	99826
44743	59420	60078
28219	78775	46020
92954	15763	4195
19099	95828	16673
13468	57628	78992
28243	86147	2018
7590	14992	94831
64960	81827	99720
16433	22592	72059
74725	85809	45632
22518	69503	16222
72566	94487	31698
98319	19534	36160
89946	15148	88049
2281	55861	68975
42085	53762	21047
90659	4544	84138
71381	32407	25400
12084	72709	9177
1617	76567	33193
74408	61169	1136
88828	47463	87126
57793	85910	48416
16335	20527	99548
58699	30618	7425
84829	26541	42393
23631	28570	84652
49396	51927	69930
53661	99381	34520
99268	96703	34020
87143	14749	52560
52746	75397	72247
96601	28966	87065
89692	97073	60865
45336	13039	39748
71559	39642	43562
15818	13421	86206
69767	40012	41793
6791	12159	65374
88	67529	57631
21783	49161	14249
77022	27995	64393
23016	21171	71414
39125	85740	69665
24969	7339	88055
91141	56420	85393
61920	64764	38029
85507	6955	51760
40233	36706	41410
87417	98697	97022
97641	93781	50024
60668	40919	70131
57184	27731	20402
65203	72465	18536
32195	47106	92029
15614	16521	55970
47852	1790	66188
72736	99476	45815
93176	10962	65310
73360	46696	56215
13475	87799	55828
34897	38139	25156
61431	37466	85000
93632	90569	6147
10844	15461	57330
79514	83474	28858
32019	91019	73458
9875	39056	7638
78914	23702	98929
83314	15711	5471
35891	90328	52583
14672	94399	30586
33282	93980	71918
9523	76320	21788
37997	75241	52942
59505	40858	12015
7530	66720	77954
31919	15016	63305
97423	99104	93776
85589	17322	29042
43388	15545	59390
5951	49059	52267
76036	91277	48177
15757	61578	26017
6494	71804	50228
14181	32635	48108
35514	74488	2854
34841	76623	79106
13925	17837	14681
94250	95582	19894
9570	65237	16780
35522	78987	63892
45330	48110	15762
99252	68173	79136
85655	26105	8741
64561	29532	68682
94878	46607	30958
31061	35488	36774
59550	34637	20554
26116	64616	79615
46606	63411	36939
83306	80171	26609
93341	69038	43250
80945	53411	72638
4692	98416	32177
18152	29570	55894
20396	843	4743
79388	57377	5736
11274	88291	97897
17078	27894	93590
37908	70693	32963
62037	24207	92094
55820	48845	14966
47538	76319	87272
73119	32631	16715
66177	49614	52884
33359	44104	882
92234	77379	25441
38842	74663	14953
84702	90157	35050
42771	64982	46534
2657	9033	86399
30556	26678	39767
36153	89954	64505
17815	29492	36696
62501	18225	88919
89181	12772	65415
55790	8344	55881
61672	69998	79620
59645	52736	46999
91052	67325	14088
70590	36281	6221
47160	84201	63601
49754	35858	2983
36601	89548	70401
81349	49991	26241
10696	9877	99390
40167	75017	81329
2116	90644	47961
44166	89824	40176
14989	58822	99097
53469	71516	87622
11490	52681	59939
89610	92184	74007
66715	49831	84019
67464	1489	58647
77193	9182	80901
61285	94688	1347
78752	7474	82630
89951	8480	92825
84476	73566	55201
22283	53784	73266
39901	89837	6449
24269	39432	53444
23288	78288	23114
54122	53006	39059
18131	57787	42016
43798	14461	33800
35658	13908	71107
96382	98531	30006
83890	45423	51825
62211	35565	95081
26306	12350	38407
20730	56173	89309
85002	13502	35923
76205	29872	7352
47123	10066	31682
23228	7679	29517
2733	63327	75970
14753	71337	7029
101	14021	39295
33482	71971	89653
533	29335	65798
86422	80099	11058
30076	18306	4911
46749	97956	53972
31222	65388	88504
64443	48456	74118
1477	79246	45211
63963	95997	28409
85400	10586	17848
95814	26570	55283
63604	69650	67429
45244	49482	46521
53866	62881	30896
74529	32536	88542
69376	9000	3260
22220	53806	48032
10736	94063	36911
61960	26960	17094
91400	10277	81491
60322	91171	47882
33715	13843	51331
49215	79649	49896
97592	77877	25085
96535	10621	66274
66469	60280	1469
79076	81328	8719
29242	21966	35647
61529	81978	84062
48868	62608	93934
61545	4030	12799
2502	48329	31723
1526	91327	43725
66557	26626	13257
784	68303	46435
80819	42527	36209
87243	66787	20252
45606	61975	56301
72501	43638	76187
90849	34539	74129
38136	67938	77807
24166	95915	43402
49322	15912	74178
92404	81873	99066
83513	41356	18120
83309	51226	47211
92327	61418	1071
54569	90773	23176
37611	46666	9860
85949	54671	10611
8036	51919	6280
15957	71522	2717
65840	79128	77698
22009	23886	22480
70600	48667	72281
97286	97950	85372
6329	96211	79638
3428	70987	53532
52999	22444	8329
15843	1884	48081
22140	54171	37339
79442	63976	72612
86937	70729	62267
25645	4984	18213
60164	9914	76963
57122	5521	8575
27425	92779	68745
12276	28964	90091
54506	96412	36152
48269	94103	46975
668	21263	88280
24278	84288	91761
87436	53662	50166
16997	48564	79005
65583	37652	44921
2202	36419	10446
43872	80472	44503
20454	76127	98615
67702	29112	7515
61036	52861	67173
30070	23776	84123
95283	87332	26310
876	60865	15170
56778	27984	93802
28174	48449	19421
96870	30284	54121
66931	76652	44995
99982	90683	91938
14432	47559	15637
28677	28375	78910
12087	43469	99514
60246	36092	26593
