f2-2-1000
2
1090
151	15	418
47	857	860
246	424	323
101	861	865
620	213	737
606	974	712
910	178	478
61	374	213
413	907	49
987	62	108
846	97	74
652	804	933
300	694	411
822	472	248
299	571	638
898	885	647
847	925	7
537	922	909
735	50	472
852	786	49
311	417	560
989	584	487
59	798	421
778	866	21
8	238	792
661	497	766
667	804	744
18	531	894
275	477	245
440	176	746
981	138	663
633	695	526
837	45	259
154	708	768
519	384	281
177	231	898
924	18	721
258	772	775
624	282	508
338	347	338
657	640	963
708	649	97
918	318	282
656	116	245
648	936	789
192	811	104
190	340	633
930	408	517
989	788	820
792	726	159
731	708	447
825	73	33
349	574	190
983	691	465
456	574	797
344	760	933
595	543	323
516	522	989
393	887	649
446	621	281
620	474	145
882	547	324
247	448	790
228	577	953
941	680	165
2	588	948
963	799	848
308	726	134
783	269	447
136	366	409
503	775	406
387	544	962
440	993	843
211	207	32
621	517	492
356	776	424
496	210	690
637	705	806
905	977	951
760	914	184
361	611	498
985	229	239
395	483	953
789	646	711
352	80	718
41	455	918
297	772	587
722	442	944
914	94	568
453	530	65
301	416	360
182	702	147
887	780	522
912	502	485
485	10	807
144	248	101
758	245	317
117	893	583
578	772	160
484	436	429
234	394	37
306	315	267
591	278	243
120	604	323
227	760	889
545	999	755
394	91	396
788	786	945
861	537	708
425	447	941
722	335	200
160	366	503
967	921	946
615	762	465
290	787	420
155	670	983
457	791	935
818	803	48
280	435	270
151	176	18
882	469	30
715	478	922
653	758	664
644	549	925
338	985	800
863	669	498
818	710	331
695	898	170
540	894	843
719	632	524
378	233	318
619	711	348
728	943	399
669	629	786
858	602	46
865	699	76
191	91	392
143	833	997
874	861	282
398	854	868
537	152	7
969	735	550
389	280	765
523	130	819
726	671	59
108	659	586
748	834	847
821	78	67
844	242	302
624	51	584
579	859	442
498	230	467
434	848	478
103	126	661
498	118	938
400	165	836
974	452	912
843	412	212
890	917	620
490	504	51
662	399	432
519	698	693
192	677	926
11	243	79
416	776	106
403	460	447
435	73	258
15	700	56
233	172	562
92	322	430
23	719	145
818	270	536
458	106	109
747	889	136
857	723	848
72	522	253
755	380	522
501	856	567
362	598	84
423	773	582
232	334	839
75	512	98
775	225	61
570	476	324
105	325	928
335	405	249
458	517	5
135	460	276
984	720	982
625	91	795
633	279	683
736	423	918
112	837	65
330	769	11
355	761	603
238	308	888
207	498	420
186	169	943
731	938	957
168	336	582
158	866	835
667	239	177
187	976	699
639	880	483
26	673	378
829	382	599
571	759	592
846	497	489
940	289	363
72	767	86
861	567	185
312	939	230
639	562	304
648	887	537
474	766	25
849	998	373
753	369	515
430	205	824
916	2	861
768	357	635
383	817	692
339	751	389
918	326	189
260	313	614
304	523	649
430	8	189
74	320	581
209	109	934
433	875	813
27	724	510
403	782	522
329	990	759
980	16	854
470	132	608
658	488	493
182	334	719
96	130	775
251	527	310
953	859	101
43	628	410
309	451	444
67	80	985
630	836	502
941	943	124
520	115	99
258	889	233
12	163	759
410	634	570
934	421	761
674	193	724
927	518	34
742	133	194
582	76	391
455	570	682
426	265	914
60	455	836
770	840	779
486	245	826
738	204	832
271	945	425
355	516	824
953	265	499
739	204	469
953	738	638
294	987	254
637	346	182
293	450	389
277	26	300
51	997	752
595	352	451
746	973	614
420	529	957
308	375	808
918	475	540
700	365	953
871	756	406
429	675	610
358	533	452
702	890	378
681	791	384
626	932	911
306	509	75
372	504	293
477	592	980
974	26	764
957	826	214
414	382	49
795	115	102
781	866	155
128	126	444
628	636	112
960	123	952
842	229	595
127	125	265
775	891	757
660	989	616
490	548	366
888	611	931
4	253	228
504	591	791
675	200	598
750	861	655
63	911	234
964	599	964
867	232	80
174	664	296
862	882	383
8	97	517
398	205	43
887	403	956
30	680	917
730	440	373
869	996	404
263	158	20
352	798	591
542	628	279
55	51	9
402	810	47
534	46	54
336	182	718
998	730	94
681	867	278
932	29	50
822	666	1
993	211	428
405	485	790
313	825	167
92	41	857
806	475	93
551	783	77
927	406	825
794	528	162
533	65	942
881	359	936
568	991	991
9	571	568
466	332	609
462	167	900
145	817	641
639	479	399
238	954	877
94	208	233
562	630	951
901	667	347
964	553	40
671	544	247
306	945	777
453	914	881
703	722	869
803	225	306
589	18	703
610	442	68
5	167	573
420	464	261
760	11	96
870	71	858
321	798	873
973	205	885
957	318	569
288	767	210
42	261	772
986	315	791
108	884	252
822	110	422
53	458	839
220	57	852
637	157	497
846	929	970
30	212	965
360	582	388
221	476	977
820	828	367
703	412	115
912	463	673
3	544	363
987	523	387
661	936	17
793	912	503
3	48	330
633	533	771
820	72	651
402	388	485
162	668	219
529	249	141
77	924	629
365	520	708
731	589	865
925	468	167
835	552	775
616	388	461
587	309	207
274	975	479
384	302	969
86	798	185
372	615	55
268	895	438
567	555	327
318	968	276
504	994	709
105	789	60
791	143	20
327	665	487
624	232	191
243	370	453
132	760	495
452	868	458
237	337	972
30	919	306
6	297	774
441	224	900
615	343	742
945	911	44
925	630	673
269	771	885
320	39	441
318	224	599
250	427	930
140	609	931
502	279	272
660	957	539
844	469	653
938	745	593
601	948	203
651	312	518
778	536	388
118	924	750
990	516	475
290	790	699
234	631	755
700	421	415
369	120	681
990	29	346
490	151	168
320	3	572
759	103	695
445	411	52
185	586	757
289	837	62
603	110	554
348	14	554
781	84	403
8	228	451
624	789	601
593	90	374
211	197	710
427	414	754
745	143	693
511	765	324
548	854	916
582	440	122
236	839	542
236	432	334
884	124	453
152	564	170
412	387	569
423	689	282
352	866	637
907	138	942
457	598	407
531	4	900
655	719	219
84	391	367
102	864	95
173	605	376
493	983	130
718	690	105
415	90	295
612	529	293
280	492	656
47	390	114
284	443	645
712	225	146
182	816	494
499	778	43
866	720	758
943	766	27
813	26	231
413	874	981
543	517	664
497	666	515
57	777	694
37	452	909
869	400	198
571	475	718
13	847	815
609	913	165
595	143	236
190	481	77
366	617	402
107	216	712
143	713	563
254	845	961
320	504	578
755	597	203
890	307	721
351	879	275
92	133	692
641	949	745
677	380	231
289	343	518
319	134	703
987	759	738
657	507	764
366	250	745
511	663	594
369	886	560
803	156	974
849	205	108
209	653	357
879	330	241
226	641	940
312	889	609
255	509	414
440	966	977
730	15	545
341	921	385
60	675	467
647	915	12
866	40	981
265	922	862
879	240	470
541	529	795
710	283	64
374	707	878
491	293	776
140	443	619
549	416	174
387	959	831
58	885	738
223	751	565
648	317	841
151	349	602
525	830	769
365	35	447
995	283	940
561	361	952
371	892	466
565	998	707
387	251	405
849	611	738
997	31	33
105	108	540
636	157	532
115	859	952
609	99	600
260	624	696
593	781	379
406	979	728
230	139	819
319	476	767
776	867	662
892	754	877
155	97	390
585	258	718
285	66	436
470	556	984
213	705	753
428	579	200
673	371	437
356	8	81
427	105	518
134	922	988
267	723	96
491	982	496
540	25	123
354	866	524
162	322	338
278	362	579
163	54	148
765	502	634
812	535	360
566	825	578
927	680	468
76	60	65
559	789	847
5	140	363
443	943	981
216	149	987
243	704	501
652	783	445
129	416	827
948	731	296
199	22	804
287	881	316
369	947	646
813	103	781
949	206	61
176	535	573
508	660	750
887	571	786
292	879	969
732	491	513
891	549	926
385	259	705
262	135	399
109	363	160
36	715	498
771	169	185
925	540	442
74	639	655
474	261	510
941	799	301
397	619	810
855	559	455
449	675	842
621	837	610
246	233	64
508	357	617
730	140	795
567	853	396
967	443	857
769	618	310
656	672	315
661	327	803
650	888	153
739	693	282
887	1	268
293	483	776
170	624	947
511	183	412
507	904	839
733	709	450
729	586	802
64	660	813
285	236	571
870	649	941
564	937	688
848	379	511
158	423	921
410	781	98
432	357	871
476	337	504
102	633	932
101	644	893
726	970	392
800	572	423
691	304	426
415	405	717
277	120	125
732	320	695
852	193	577
217	567	667
136	356	677
604	154	5
111	236	120
574	333	551
367	382	449
243	483	99
699	763	710
768	958	239
814	92	486
861	712	389
808	537	632
156	316	832
412	777	757
521	273	908
356	380	838
998	357	874
43	306	621
704	672	624
864	873	896
333	890	231
566	513	849
553	743	588
839	455	151
745	671	331
977	47	169
122	461	466
864	86	182
173	869	947
9	56	177
657	995	268
724	843	779
238	697	597
777	841	104
976	570	541
614	33	241
312	678	545
420	222	868
142	310	943
925	431	953
985	79	160
686	306	517
333	994	569
537	102	977
272	24	875
776	943	978
239	256	243
467	151	405
57	579	730
186	95	532
730	985	518
97	272	312
54	494	495
71	122	852
648	644	463
65	935	863
201	48	65
673	198	71
51	681	283
790	343	668
782	999	634
324	727	144
729	544	160
232	568	435
682	701	289
347	786	161
394	311	76
136	196	623
577	527	507
958	167	674
134	301	710
319	686	696
407	595	301
224	966	994
82	31	366
306	40	381
99	178	151
319	540	975
848	855	19
221	382	346
332	964	797
223	570	204
792	438	726
51	472	441
514	552	203
314	333	483
806	564	502
548	965	673
938	551	368
929	312	491
16	931	311
921	543	959
861	959	689
865	874	999
241	806	456
625	14	735
779	147	981
390	58	541
349	177	226
10	134	784
970	659	117
64	809	287
501	837	584
615	379	333
646	175	531
649	324	244
756	773	576
251	242	638
657	145	222
148	140	136
74	679	731
823	806	181
455	667	461
624	438	579
387	140	639
966	526	55
832	1	411
238	930	535
993	954	463
617	131	220
788	872	539
834	97	879
413	615	426
461	141	837
298	716	714
503	129	879
389	644	797
918	458	139
303	166	651
507	837	876
292	996	523
43	150	318
481	678	458
363	881	888
326	374	53
646	548	609
21	580	502
409	623	256
351	532	886
156	511	335
817	149	50
148	313	725
147	445	815
505	1	42
483	373	309
426	759	391
495	357	721
195	242	73
997	925	98
379	241	158
442	401	644
309	548	681
785	664	97
829	600	75
841	91	563
289	868	292
743	126	756
638	768	729
263	846	199
877	374	932
675	220	292
379	938	858
352	279	816
443	841	11
306	908	80
308	419	450
429	283	78
920	965	765
224	100	663
729	548	242
694	498	27
304	631	993
505	724	473
580	655	645
976	622	793
917	440	45
8	992	37
830	365	434
493	346	92
83	869	912
982	436	243
765	875	642
843	883	123
169	593	903
952	542	842
748	632	426
182	385	791
964	887	605
967	914	585
776	540	223
180	593	698
151	835	316
727	410	728
834	872	19
749	696	117
954	932	948
724	808	81
974	419	406
970	664	853
451	101	30
56	275	770
910	109	736
843	290	314
701	96	86
604	992	666
92	149	662
787	163	752
494	842	513
196	450	671
653	58	761
125	874	815
186	782	405
124	708	29
996	175	49
915	482	689
222	269	302
82	398	594
439	879	994
489	728	673
321	750	545
324	851	683
211	202	442
220	589	989
465	347	465
245	33	76
803	764	948
718	544	798
303	888	479
113	678	459
392	965	927
843	516	941
517	594	915
629	514	214
376	869	904
154	567	706
432	273	324
744	754	258
508	947	28
351	4	362
286	881	877
183	705	554
716	10	696
602	858	592
838	41	767
214	522	484
264	276	809
427	100	31
409	750	709
317	404	544
86	719	780
376	578	801
312	635	467
888	344	747
300	361	693
840	402	540
66	177	95
546	5	34
145	930	246
402	217	466
904	433	988
282	713	926
20	253	354
5	107	347
161	764	41
986	614	530
251	586	275
264	727	243
894	105	819
83	366	696
116	823	648
497	972	547
692	972	577
201	926	386
850	746	880
327	859	544
923	989	348
930	742	360
425	850	402
391	753	323
763	954	468
558	206	355
65	848	408
154	989	344
700	894	790
648	259	922
974	493	39
84	415	412
798	395	140
696	93	229
79	935	441
920	550	780
511	941	884
649	418	427
498	886	162
143	174	67
234	306	927
826	200	706
866	95	828
305	918	973
163	836	441
403	323	439
280	238	773
443	670	864
554	570	292
235	942	543
125	624	706
854	458	681
699	814	790
31	631	895
271	90	592
347	714	985
228	224	577
583	65	523
883	982	89
622	607	901
962	108	532
755	679	165
814	379	757
146	657	519
532	904	506
172	536	172
332	580	607
266	308	708
40	251	571
324	660	196
895	564	273
622	924	245
560	751	234
971	165	727
424	475	71
620	379	182
983	593	500
479	249	358
629	278	695
807	822	918
989	281	477
422	860	612
322	589	499
553	658	42
21	173	523
147	106	916
53	463	445
547	582	466
127	284	411
734	181	915
807	230	376
690	740	568
386	488	937
441	651	60
788	202	337
363	77	586
792	327	403
746	496	738
647	404	364
574	28	876
211	360	30
494	829	221
475	876	339
605	510	448
64	98	600
37	341	674
173	789	513
176	614	700
575	364	210
803	1	712
258	155	499
191	530	288
412	51	482
552	760	66
554	461	144
380	997	777
277	508	154
918	299	123
